;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family
1856;53063713-99;99;GREY;P-PLANA;Tops;Shirt
1857;53060913-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
1858;53083733-70;70;RED;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
1859;53003729-70;70;RED;T-TRICOT;Tops;Sweater
1860;53080930-94;94;GREY;P-PLANA;Bottoms;Trousers
1861;51093753-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1862;53033786-99;99;GREY;P-PLANA;Bottoms;Trousers
1863;53135800-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1864;57025130-76;76;RED;P-PLANA;Bottoms;Skirts
1865;57074002-88;88;PINK;K-CIRCULAR;Bottoms;Skirts
1866;57017893-05;05;WHITE;T-TRICOT;Tops;Sweater
1867;47005854-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1868;47015877-50;50;BLUE;T-TRICOT;Tops;Sweater
1869;57082509-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
1870;47069202-65;65;PURPLE;T-TRICOT;Bottoms;Skirts
1871;57030257-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
1872;57094388-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1873;57000358-12;12;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1874;57002894-46;46;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1875;57023804-81;81;PINK;T-TRICOT;Tops;Sweater
1876;57022897-05;05;WHITE;J-JEANS;Bottoms;Jeans
1877;57096711-99;99;GREY;K-CIRCULAR;Tops;Sweatshirts
1878;57054410-05;05;WHITE;P-PLANA;Tops;Shirt
1879;57013819-52;52;BLUE;P-PLANA;Tops;Shirt
1880;57015794-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1881;57064034-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1882;57035984-95;95;GREY;P-PLANA;Tops;Shirt
1883;57017721-99;99;GREY;T-TRICOT;Tops;Tops
1884;57083817-99;99;GREY;P-PLANA;Outerwear;Jackets
1885;57066015-92;92;GREY;P-PLANA;Bottoms;Skirts
1886;57077726-94;94;GREY;K-CIRCULAR;Tops;T-shirt
1887;57068266-94;94;GREY;K-CIRCULAR;Outerwear;Jackets
1888;57097737-05;05;WHITE;T-TRICOT;Tops;Cardigans
1889;57099088-PL;PL;GREY;P-PLANA;Tops;Tops
1890;57057748-17;17;YELLOW;T-TRICOT;Tops;Cardigans
1891;57055150-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1892;53090599-99;99;GREY;P-PLANA;Tops;Tops
1893;53015011-99;99;GREY;P-PLANA;Outerwear;Puffer coats
1894;53020816-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1895;53000843-99;99;GREY;K-CIRCULAR;Tops;T-shirt
1896;53000890-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1897;53020932-85;85;PINK;K-CIRCULAR;Tops;Tops
1898;53073750-30;30;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1899;51087016-99;99;GREY;P-PLANA;Outerwear;Coats
1900;53083046-99;99;GREY;O-POLIPIEL;Outerwear;Jackets
1901;53043767-09;09;WHITE;O-POLIPIEL;Bottoms;Skirts
1902;53025747-79;79;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1903;51043050-05;05;WHITE;P-PLANA;Bottoms;Skirts
1904;53005769-05;05;WHITE;T-TRICOT;Tops;Sweater
1905;53035033-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1906;57027105-69;69;BLUE;P-PLANA;Tops;Shirt
1907;57055909-99;99;GREY;K-CIRCULAR;Tops;T-shirt
1908;57095915-99;99;GREY;K-CIRCULAR;Tops;Cardigans
1909;57085920-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1910;53191158-46;46;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1911;57055129-37;37;BROWN;T-TRICOT;Tops;Sweater
1912;57007702-08;08;WHITE;T-TRICOT;Tops;Sweater
1913;57027888-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
1914;57069203-43;43;GREEN;T-TRICOT;Tops;Tops
1915;47010414-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1916;57010636-52;52;BLUE;P-PLANA;Bottoms;Trousers
1917;57050115-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1918;57082509-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
1919;57040260-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
1920;57030250-20;20;ORANGE;T-TRICOT;Tops;Cardigans
1921;57010763-05;05;WHITE;K-CIRCULAR;Tops;Tops
1922;57025140-TO;TO;BLUE;J-JEANS;Bottoms;Jeans
1923;57002888-01;01;WHITE;K-CIRCULAR;Tops;Tops
1924;57084389-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1925;57022525-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1926;57001057-70;70;RED;K-CIRCULAR;Tops;T-shirt
1927;57093801-30;30;BROWN;P-PLANA;Outerwear;Blazers
1928;57050487-01;01;WHITE;P-PLANA;Tops;Shirt
1929;57096715-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1930;57077723-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1931;57044434-52;52;BLUE;P-PLANA;Bottoms;Skirts
1932;57086020-02;02;WHITE;P-PLANA;Tops;Tops
1933;57099082-08;08;WHITE;P-PLANA;Tops;Shirt
1934;57049108-99;99;GREY;P-PLANA;Tops;Shirt
1935;57037126-05;05;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
1936;43073754-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1937;43015805-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
1938;41069066-05;05;WHITE;P-PLANA;Outerwear;Jackets
1939;53060610-37;37;BROWN;K-CIRCULAR;Tops;T-shirt
1940;53080611-15;15;YELLOW;T-TRICOT;Tops;Sweater
1941;53079062-95;95;GREY;P-PLANA;Outerwear;Puffer coats
1942;53073038-01;01;WHITE;P-PLANA;Bottoms;Trousers
1943;51011028-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1944;51041120-43;43;GREEN;P-PLANA;Bottoms;Trousers
1945;53013796-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1946;57055937-01;01;WHITE;P-PLANA;Tops;Shirt
1947;57007692-05;05;WHITE;T-TRICOT;Tops;Sweater
1948;57045946-70;70;RED;P-PLANA;Outerwear;Coats
1949;57010083-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
1950;57022509-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1951;57002513-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1952;57000156-02;02;WHITE;J-JEANS;Bottoms;Shorts
1953;57010260-99;99;GREY;T-TRICOT;Tops;Tops
1954;57040323-52;52;BLUE;K-CIRCULAR;Tops;Tops
1955;57025957-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
1956;57064010-TC;TC;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1957;57014404-08;08;WHITE;K-CIRCULAR;Tops;T-shirt
1958;57084404-88;88;PINK;P-PLANA;Outerwear;Blazers
1959;57045966-TN;TN;GREY;J-JEANS;Bottoms;Jeans
1960;57035796-05;05;WHITE;T-TRICOT;Tops;Cardigans
1961;57064028-37;37;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1962;57073814-99;99;GREY;T-TRICOT;Bottoms;Skirts
1963;57006016-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1964;57006020-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1965;57007737-99;99;GREY;T-TRICOT;Tops;Sweater
1966;57004438-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1967;57077740-92;92;GREY;L-PIEL;Outerwear;Coats
1968;57076024-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1969;57028276-49;49;GREEN;K-CIRCULAR;Tops;T-shirt
1970;57077753-05;05;WHITE;K-CIRCULAR;Tops;T-shirt
1971;57048279-99;99;GREY;P-PLANA;Bottoms;Trousers
1972;43003725-TN;TN;GREY;J-JEANS;Bottoms;Jeans
1973;43080787-35;35;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
1974;51090485-70;70;RED;P-PLANA;Bottoms;Trousers
1975;51020621-85;85;PINK;K-CIRCULAR;Tops;Tops
1976;53070698-08;08;WHITE;P-PLANA;Outerwear;Jackets
1977;53030780-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1978;51013711-02;02;WHITE;P-PLANA;Tops;Shirt
1979;53010841-99;99;GREY;K-CIRCULAR;Tops;T-shirt
1980;53040620-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1981;51043731-99;99;GREY;P-PLANA;Outerwear;Coats
1982;53000928-15;15;YELLOW;K-CIRCULAR;Tops;Tops
1983;53050583-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
1984;53003757-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
1985;53049069-99;99;GREY;P-PLANA;Outerwear;Coats
1986;53001120-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
1987;57015909-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
1988;57075906-92;92;GREY;K-CIRCULAR;Bottoms;Trousers
1989;57045912-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1990;57096304-09;09;WHITE;K-CIRCULAR;Tops;T-shirt
1991;57027890-05;05;WHITE;T-TRICOT;Tops;Sweater
1992;57057697-99;99;GREY;P-PLANA;Tops;Shirt
1993;53005785-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1994;47007650-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
1995;57030002-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
1996;47065858-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
1997;47005869-50;50;BLUE;P-PLANA;Tops;Shirt
1998;47005934-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
1999;47087877-94;94;GREY;K-CIRCULAR;Tops;Tops
2000;57040044-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2001;57054386-05;05;WHITE;P-PLANA;Outerwear;Puffer coats
2002;47017134-30;30;BROWN;T-TRICOT;Tops;Tops
2003;57002879-TC;TC;BLUE;J-JEANS;Bottoms;Shorts
2004;57000265-12;12;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
2005;57050304-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2006;57040383-52;52;BLUE;P-PLANA;Tops;Shirt
2007;57042515-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2008;57062881-01;01;WHITE;P-PLANA;Bottoms;Skirts
2009;57043797-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2010;57082887-99;99;GREY;K-CIRCULAR;Bottoms;Skirts
2011;57041000-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2012;57001126-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2013;57034414-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
2014;57084411-92;92;GREY;T-TRICOT;Accesories, Swim and Intimate;Intimate
2015;57095793-81;81;PINK;T-TRICOT;Tops;Cardigans
2016;57075978-99;99;GREY;K-CIRCULAR;Tops;Shirt
2017;57015802-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2018;57036012-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2019;57082896-02;02;WHITE;P-PLANA;Tops;Shirt
2020;57037720-28;28;ORANGE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
2021;57087725-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2022;57077758-05;05;WHITE;L-PIEL;Outerwear;Coats
2023;43013751-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2024;53030613-07;07;WHITE;T-TRICOT;Tops;Tops
2025;53020667-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
2026;53070722-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2027;53023719-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2028;51030981-43;43;GREEN;P-PLANA;Tops;Shirt
2029;53065725-17;17;YELLOW;P-PLANA;Outerwear;Puffer coats
2030;53033749-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
2031;53027016-52;52;BLUE;P-PLANA;Outerwear;Jackets
2032;53047019-02;02;WHITE;P-PLANA;Tops;Shirt
2033;53085765-OR;OR;WHITE;T-TRICOT;Tops;Tops
2034;57005937-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2035;57005946-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2036;57055130-02;02;WHITE;P-PLANA;Tops;Shirt
2037;57004386-37;37;BROWN;K-CIRCULAR;Tops;T-shirt
2038;57057885-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
2039;57006712-43;43;GREEN;T-TRICOT;Tops;Sweater
2040;57039071-TO;TO;BLUE;J-JEANS;Bottoms;Skirts
2041;47024005-99;99;GREY;P-PLANA;Outerwear;Blazers
2042;47003773-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2043;57020043-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2044;57042881-05;05;WHITE;T-TRICOT;Tops;Sweater
2045;57075955-11;11;YELLOW;P-PLANA;Outerwear;Jackets
2046;57054763-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
2047;57050474-50;50;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2048;57010494-99;99;GREY;K-CIRCULAR;Tops;Tops
2049;57050482-20;20;ORANGE;K-CIRCULAR;Tops;Tops
2050;57055800-07;07;WHITE;J-JEANS;Bottoms;Jeans
2051;57017721-05;05;WHITE;T-TRICOT;Tops;Tops
2052;57027736-95;95;GREY;T-TRICOT;Bottoms;Trousers
2053;57097742-35;35;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Intimate
2054;57018271-99;99;GREY;L-PIEL;Outerwear;Jackets
2055;67040376-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2056;57097758-09;09;WHITE;P-PLANA;Outerwear;Coats
2057;43050937-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2058;53080510-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2059;51040588-01;01;WHITE;P-PLANA;Bottoms;Skirts
2060;53050602-TN;TN;GREY;J-JEANS;Bottoms;Shorts
2061;53043027-02;02;WHITE;P-PLANA;Bottoms;Shorts
2062;53080778-01;01;WHITE;K-CIRCULAR;Tops;Tops
2063;53080871-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2064;53090913-52;52;BLUE;K-CIRCULAR;Bottoms;Skirts
2065;53045718-49;49;GREEN;T-TRICOT;Tops;Sweater
2066;51003746-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
2067;53033770-85;85;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2068;53063785-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2069;53043795-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2070;57005529-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2071;57064002-99;99;GREY;P-PLANA;Bottoms;Trousers
2072;53073776-76;76;RED;K-CIRCULAR;Tops;T-shirt
2073;57057889-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
2074;57028264-91;91;GREY;T-TRICOT;Tops;Sweater
2075;47043270-TN;TN;GREY;J-JEANS;Bottoms;Jeans
2076;47017111-05;05;WHITE;P-PLANA;Bottoms;Trousers
2077;57050054-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
2078;57010037-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2079;47035879-95;95;GREY;J-JEANS;Bottoms;Trousers
2080;57050254-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
2081;57010291-TC;TC;BLUE;J-JEANS;Bottoms;Shorts
2082;57000404-15;15;YELLOW;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
2083;57022882-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
2084;57032882-99;99;GREY;K-CIRCULAR;Tops;Tops
2085;57023803-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
2086;57020462-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2087;57050488-88;88;PINK;P-PLANA;Tops;Shirt
2088;57013809-05;05;WHITE;T-TRICOT;Tops;Sweater
2089;57013807-99;99;GREY;T-TRICOT;Tops;Sweater
2090;57064410-09;09;WHITE;P-PLANA;Bottoms;Skirts
2091;57056309-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
2092;57065791-76;76;RED;P-PLANA;Tops;Tops
2093;57015795-99;99;GREY;T-TRICOT;Tops;Sweater
2094;57075985-99;99;GREY;L-PIEL;Outerwear;Jackets
2095;57095985-43;43;GREEN;P-PLANA;Tops;Shirt
2096;57041179-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2097;57083817-70;70;RED;P-PLANA;Outerwear;Jackets
2098;57055795-70;70;RED;K-CIRCULAR;Tops;T-shirt
2099;57057725-05;05;WHITE;T-TRICOT;Bottoms;Skirts
2100;57007742-37;37;BROWN;T-TRICOT;Tops;Sweater
2101;57084434-05;05;WHITE;P-PLANA;Outerwear;Jackets
2102;57068267-78;78;RED;P-PLANA;Outerwear;Blazers
2103;57046018-56;56;BLUE;P-PLANA;Accesories, Swim and Intimate;Intimate
2104;57075806-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2105;57019096-99;99;GREY;P-PLANA;Outerwear;Blazers
2106;57097751-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Intimate
2107;57057758-05;05;WHITE;P-PLANA;Tops;Shirt
2108;53000578-01;01;WHITE;J-JEANS;Bottoms;Jeans
2109;53070520-02;02;WHITE;P-PLANA;Bottoms;Shorts
2110;53063709-07;07;WHITE;L-PIEL;Bottoms;Skirts
2111;53053715-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
2112;53045736-09;09;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
2113;53033787-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2114;53025751-05;05;WHITE;T-TRICOT;Tops;Sweater
2115;53000586-07;07;WHITE;J-JEANS;Bottoms;Jeans
2116;53113782-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2117;57067881-43;43;GREEN;P-PLANA;Outerwear;Coats
2118;57064001-TM;TM;BLUE;J-JEANS;Bottoms;Jeans
2119;57017113-99;99;GREY;P-PLANA;Tops;Shirt
2120;47010105-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
2121;57000003-02;02;WHITE;P-PLANA;Tops;Shirt
2122;47075937-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
2123;47035870-TM;TM;BLUE;J-JEANS;Bottoms;Jeans
2124;57000166-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
2125;57050188-99;99;GREY;P-PLANA;Tops;Tops
2126;57002885-99;99;GREY;P-PLANA;Bottoms;Shorts
2127;57074396-65;65;PURPLE;P-PLANA;Outerwear;Blazers
2128;57012886-01;01;WHITE;K-CIRCULAR;Tops;Tops
2129;57050477-TM;TM;BLUE;J-JEANS;Bottoms;Skirts
2130;57013817-81;81;PINK;P-PLANA;Tops;Shirt
2131;57005795-56;56;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2132;57035974-52;52;BLUE;P-PLANA;Tops;Shirt
2133;57053809-08;08;WHITE;P-PLANA;Bottoms;Trousers
2134;57076000-09;09;WHITE;L-PIEL;Bottoms;Skirts
2135;57095977-49;49;GREEN;P-PLANA;Tops;Shirt
2136;57053820-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2137;43055769-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2138;43057021-01;01;WHITE;J-JEANS;Bottoms;Jeans
2139;53020610-50;50;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2140;53000578-TC;TC;BLUE;J-JEANS;Bottoms;Jeans
2141;53055708-92;92;GREY;P-PLANA;Outerwear;Coats
2142;53030751-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2143;53030836-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
2144;53043753-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
2145;53025745-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2146;51001127-99;99;GREY;P-PLANA;Bottoms;Trousers
2147;57007587-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2148;53000586-70;70;RED;J-JEANS;Bottoms;Jeans
2149;57022877-02;02;WHITE;P-PLANA;Tops;Shirt
2150;57025924-81;81;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2151;57057883-69;69;BLUE;P-PLANA;Outerwear;Coats
2152;57057686-56;56;BLUE;P-PLANA;Bottoms;Trousers
2153;57055940-99;99;GREY;P-PLANA;Outerwear;Jackets
2154;57007895-99;99;GREY;K-CIRCULAR;Tops;T-shirt
2155;67010056-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2156;57019089-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
2157;47050033-05;05;WHITE;P-PLANA;Bottoms;Trousers
2158;47005861-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2159;47078255-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2160;57092510-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
2161;57010760-99;99;GREY;P-PLANA;Bottoms;Trousers
2162;47099203-05;05;WHITE;P-PLANA;Bottoms;Trousers
2163;57040363-01;01;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
2164;57052887-01;01;WHITE;P-PLANA;Tops;Shirt
2165;57013808-02;02;WHITE;J-JEANS;Bottoms;Jeans
2166;57081169-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
2167;57043816-56;56;BLUE;T-TRICOT;Tops;Cardigans
2168;57035805-95;95;GREY;T-TRICOT;Tops;Cardigans
2169;57085808-56;56;BLUE;T-TRICOT;Bottoms;Skirts
2170;57048273-01;01;WHITE;T-TRICOT;Tops;Cardigans
2171;57097744-30;30;BROWN;O-POLIPIEL;Bottoms;Trousers
2172;57015815-99;99;GREY;K-CIRCULAR;Tops;T-shirt
2173;53093022-02;02;WHITE;P-PLANA;Tops;Shirt
2174;51090740-99;99;GREY;P-PLANA;Bottoms;Trousers
2175;53093033-56;56;BLUE;P-PLANA;Tops;Shirt
2176;53060833-37;37;BROWN;P-PLANA;Tops;Shirt
2177;53033714-06;06;WHITE;T-TRICOT;Bottoms;Skirts
2178;53013756-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
2179;53033780-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2180;53073783-81;81;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
2181;53095029-99;99;GREY;T-TRICOT;Tops;Sweater
2182;53065772-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2183;57005506-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2184;57015924-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2185;57065906-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
2186;57084379-78;78;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2187;57085909-94;94;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
2188;57065916-05;05;WHITE;T-TRICOT;Tops;Sweater
2189;57057692-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
2190;57037699-17;17;YELLOW;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
2191;57037895-37;37;BROWN;P-PLANA;Bottoms;Trousers
2192;47061508-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
2193;57000002-02;02;WHITE;P-PLANA;Tops;Shirt
2194;47087824-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
2195;47064042-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2196;47087877-99;99;GREY;K-CIRCULAR;Tops;Tops
2197;57082505-30;30;BROWN;K-CIRCULAR;Bottoms;Trousers
2198;57000180-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
2199;57040171-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
2200;57050212-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
2201;57095785-56;56;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
2202;57010467-52;52;BLUE;K-CIRCULAR;Tops;T-shirt
2203;57000365-99;99;GREY;P-PLANA;Bottoms;Trousers
2204;57000438-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2205;57040454-81;81;PINK;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
2206;57041086-88;88;PINK;K-CIRCULAR;Tops;Tops
2207;57014044-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
2208;57031169-08;08;WHITE;K-CIRCULAR;Tops;Tops
2209;57065806-52;52;BLUE;P-PLANA;Tops;Shirt
