;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family;des_filename
785;47037106-30;30;BROWN;P-PLANA;Tops;Shirt;datathon/images/2023_47037106_30.jpg
786;47005752-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_47005752_32.jpg
787;57073795-05;05;WHITE;T-TRICOT;Bottoms;Skirts;datathon/images/2023_57073795_05.jpg
788;57056711-99;99;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2023_57056711_99.jpg
789;57012004-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57012004_08.jpg
790;57080490-20;20;ORANGE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57080490_20.jpg
791;57002538-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57002538_OR.jpg
792;57044016-07;07;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2023_57044016_07.jpg
793;57013810-88;88;PINK;T-TRICOT;Tops;Sweater;datathon/images/2023_57013810_88.jpg
794;57005799-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57005799_06.jpg
795;57026715-99;99;GREY;K-CIRCULAR;Bottoms;Trousers;datathon/images/2023_57026715_99.jpg
796;57005810-95;95;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57005810_95.jpg
797;57016032-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57016032_99.jpg
798;57049109-88;88;PINK;K-CIRCULAR;Tops;Cardigans;datathon/images/2023_57049109_88.jpg
799;57089122-99;99;GREY;P-PLANA;Bottoms;Shorts;datathon/images/2023_57089122_99.jpg
800;43037739-05;05;WHITE;T-TRICOT;Bottoms;Skirts;datathon/images/2019_43037739_05.jpg
801;53063000-70;70;RED;P-PLANA;Tops;Shirt;datathon/images/2019_53063000_70.jpg
802;53050600-69;69;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2019_53050600_69.jpg
803;53060641-92;92;GREY;T-TRICOT;Tops;Cardigans;datathon/images/2019_53060641_92.jpg
804;53040613-28;28;ORANGE;T-TRICOT;Tops;Cardigans;datathon/images/2019_53040613_28.jpg
805;51040641-20;20;ORANGE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51040641_20.jpg
806;51093024-30;30;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51093024_30.jpg
807;53067658-32;32;BROWN;P-PLANA;Outerwear;Jackets;datathon/images/2019_53067658_32.jpg
808;53030663-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53030663_01.jpg
809;53070745-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53070745_99.jpg
810;53030876-02;02;WHITE;P-PLANA;Tops;Tops;datathon/images/2019_53030876_02.jpg
811;53003786-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_53003786_99.jpg
812;53065744-79;79;RED;P-PLANA;Tops;Shirt;datathon/images/2019_53065744_79.jpg
813;57047652-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57047652_OR.jpg
814;57017888-43;43;GREEN;K-CIRCULAR;Bottoms;Skirts;datathon/images/2019_57017888_43.jpg
815;57036304-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57036304_76.jpg
816;57036306-43;43;GREEN;P-PLANA;Tops;Shirt;datathon/images/2019_57036306_43.jpg
817;57007708-37;37;BROWN;T-TRICOT;Tops;Sweater;datathon/images/2019_57007708_37.jpg
818;57048629-49;49;GREEN;P-PLANA;Outerwear;Coats;datathon/images/2019_57048629_49.jpg
819;47067664-88;88;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47067664_88.jpg
820;57050032-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57050032_08.jpg
821;57050035-52;52;BLUE;J-JEANS;Bottoms;Shorts;datathon/images/2023_57050035_52.jpg
822;57040591-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_57040591_32.jpg
823;57040045-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57040045_PL.jpg
824;57050248-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57050248_99.jpg
825;57040258-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57040258_02.jpg
826;57042513-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57042513_02.jpg
827;57001014-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_57001014_99.jpg
828;57040747-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040747_01.jpg
829;57082883-46;46;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57082883_46.jpg
830;57050464-12;12;YELLOW;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050464_12.jpg
831;57054404-05;05;WHITE;P-PLANA;Tops;Tops;datathon/images/2023_57054404_05.jpg
832;57093796-56;56;BLUE;T-TRICOT;Tops;Sweater;datathon/images/2023_57093796_56.jpg
833;57024033-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57024033_OR.jpg
834;57055969-35;35;BROWN;P-PLANA;Bottoms;Trousers;datathon/images/2023_57055969_35.jpg
835;57034036-37;37;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57034036_37.jpg
836;57004046-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57004046_OR.jpg
837;57061180-99;99;GREY;T-TRICOT;Bottoms;Skirts;datathon/images/2023_57061180_99.jpg
838;57077734-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57077734_99.jpg
839;57004060-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57004060_20.jpg
840;57036022-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57036022_05.jpg
841;57029121-OR;OR;WHITE;T-TRICOT;Tops;Tops;datathon/images/2023_57029121_OR.jpg
842;43080977-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_43080977_OR.jpg
843;43005014-56;56;BLUE;T-TRICOT;Tops;Sweater;datathon/images/2019_43005014_56.jpg
844;53090591-12;12;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53090591_12.jpg
845;53050624-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53050624_01.jpg
846;53040623-02;02;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2019_53040623_02.jpg
847;53020671-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2019_53020671_32.jpg
848;53010842-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53010842_01.jpg
849;53043040-56;56;BLUE;P-PLANA;Tops;Shirt;datathon/images/2019_53043040_56.jpg
850;53043041-08;08;WHITE;T-TRICOT;Tops;Tops;datathon/images/2019_53043041_08.jpg
851;53080982-01;01;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53080982_01.jpg
852;53043748-TO;TO;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2019_53043748_TO.jpg
853;53080662-15;15;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53080662_15.jpg
854;57005938-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57005938_OR.jpg
855;57007688-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57007688_06.jpg
856;57084753-08;08;WHITE;T-TRICOT;Tops;Tops;datathon/images/2019_57084753_08.jpg
857;57047686-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57047686_99.jpg
858;53903728-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53903728_05.jpg
859;47001195-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47001195_80.jpg
860;47035839-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_47035839_20.jpg
861;47061313-TO;TO;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_47061313_TO.jpg
862;47097821-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47097821_02.jpg
863;47097821-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47097821_99.jpg
864;47077127-43;43;GREEN;P-PLANA;Bottoms;Skirts;datathon/images/2023_47077127_43.jpg
865;57000158-56;56;BLUE;P-PLANA;Tops;Shirt;datathon/images/2023_57000158_56.jpg
866;57050213-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57050213_05.jpg
867;57040382-52;52;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57040382_52.jpg
868;57030409-99;99;GREY;P-PLANA;Bottoms;Skirts;datathon/images/2023_57030409_99.jpg
869;57084394-46;46;BLUE;P-PLANA;Bottoms;Skirts;datathon/images/2023_57084394_46.jpg
870;57050454-88;88;PINK;T-TRICOT;Tops;Tops;datathon/images/2023_57050454_88.jpg
871;57050471-05;05;WHITE;P-PLANA;Bottoms;Shorts;datathon/images/2023_57050471_05.jpg
872;57072889-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57072889_OR.jpg
873;57043812-35;35;BROWN;K-CIRCULAR;Bottoms;Trousers;datathon/images/2023_57043812_35.jpg
874;57005992-68;68;PURPLE;P-PLANA;Tops;Shirt;datathon/images/2023_57005992_68.jpg
875;57056021-01;01;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57056021_01.jpg
876;57066023-01;01;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2023_57066023_01.jpg
877;43059063-05;05;WHITE;T-TRICOT;Tops;Tops;datathon/images/2019_43059063_05.jpg
878;53070521-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53070521_99.jpg
879;53000591-01;01;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2019_53000591_01.jpg
880;53090663-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2019_53090663_32.jpg
881;53000765-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53000765_OR.jpg
882;53063743-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53063743_32.jpg
883;53023752-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53023752_99.jpg
884;53013766-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53013766_CU.jpg
885;51067019-99;99;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2019_51067019_99.jpg
886;57075915-43;43;GREEN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57075915_43.jpg
887;53195802-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53195802_20.jpg
888;57045930-OR;OR;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_57045930_OR.jpg
889;57004389-37;37;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57004389_37.jpg
890;67090025-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2020_67090025_99.jpg
891;67050070-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2020_67050070_OR.jpg
892;57047894-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57047894_99.jpg
893;67010569-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2020_67010569_OR.jpg
894;57078262-92;92;GREY;P-PLANA;Outerwear;Coats;datathon/images/2019_57078262_92.jpg
895;47084028-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_47084028_01.jpg
896;47067116-05;05;WHITE;T-TRICOT;Tops;Tops;datathon/images/2023_47067116_05.jpg
897;57050099-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57050099_PL.jpg
898;57040169-TN;TN;GREY;J-JEANS;Bottoms;Shorts;datathon/images/2023_57040169_TN.jpg
899;57030259-06;06;WHITE;P-PLANA;Bottoms;Shorts;datathon/images/2023_57030259_06.jpg
900;57040704-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040704_52.jpg
901;47055882-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_47055882_99.jpg
902;47028648-91;91;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_47028648_91.jpg
903;57042002-52;52;BLUE;P-PLANA;Bottoms;Shorts;datathon/images/2023_57042002_52.jpg
904;57052894-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57052894_99.jpg
905;57055139-37;37;BROWN;O-POLIPIEL;Bottoms;Trousers;datathon/images/2023_57055139_37.jpg
906;57014778-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57014778_99.jpg
907;57014425-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57014425_99.jpg
908;57004049-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57004049_PL.jpg
909;57023816-40;40;GREEN;T-TRICOT;Tops;Sweater;datathon/images/2023_57023816_40.jpg
910;57027726-05;05;WHITE;T-TRICOT;Tops;Cardigans;datathon/images/2023_57027726_05.jpg
911;57067729-01;01;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57067729_01.jpg
912;43033733-79;79;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_43033733_79.jpg
913;43077738-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_43077738_99.jpg
914;43075033-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_43075033_02.jpg
915;53040614-11;11;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53040614_11.jpg
916;53060665-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2019_53060665_PL.jpg
917;53083720-37;37;BROWN;P-PLANA;Outerwear;Puffer coats;datathon/images/2019_53083720_37.jpg
918;53003732-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53003732_06.jpg
919;53030884-81;81;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53030884_81.jpg
920;53000885-37;37;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53000885_37.jpg
921;53055714-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53055714_06.jpg
922;53031016-68;68;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53031016_68.jpg
923;51075736-99;99;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2019_51075736_99.jpg
924;53031080-95;95;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53031080_95.jpg
925;53083780-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53083780_99.jpg
926;53035033-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53035033_43.jpg
927;51045771-99;99;GREY;P-PLANA;Outerwear;Coats;datathon/images/2019_51045771_99.jpg
928;57005909-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_57005909_70.jpg
929;57005509-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_57005509_99.jpg
930;57075904-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57075904_02.jpg
931;57075925-08;08;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57075925_08.jpg
932;57095933-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_57095933_99.jpg
933;57087687-99;99;GREY;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2019_57087687_99.jpg
934;57007894-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57007894_05.jpg
935;57017896-92;92;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_57017896_92.jpg
936;57006715-02;02;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57006715_02.jpg
937;47000189-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47000189_PL.jpg
938;47045949-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47045949_99.jpg
939;47088633-99;99;GREY;T-TRICOT;Tops;Tops;datathon/images/2023_47088633_99.jpg
940;57050107-88;88;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57050107_88.jpg
941;57040158-88;88;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57040158_88.jpg
942;57000769-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57000769_08.jpg
943;57003820-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2023_57003820_TN.jpg
944;57073810-99;99;GREY;K-CIRCULAR;Bottoms;Skirts;datathon/images/2023_57073810_99.jpg
945;57055972-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57055972_30.jpg
946;57035983-99;99;GREY;L-PIEL;Outerwear;Jackets;datathon/images/2023_57035983_99.jpg
947;57093815-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57093815_99.jpg
948;57063821-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57063821_43.jpg
949;57077726-35;35;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57077726_35.jpg
950;57086019-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2023_57086019_TN.jpg
951;57057746-92;92;GREY;P-PLANA;Outerwear;Coats;datathon/images/2023_57057746_92.jpg
952;57008279-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57008279_99.jpg
953;57019122-43;43;GREEN;T-TRICOT;Tops;Tops;datathon/images/2023_57019122_43.jpg
954;43057767-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_43057767_70.jpg
955;43079062-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_43079062_05.jpg
956;53050595-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53050595_OR.jpg
957;53080604-07;07;WHITE;T-TRICOT;Tops;Cardigans;datathon/images/2019_53080604_07.jpg
958;53060600-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53060600_99.jpg
959;53090620-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53090620_02.jpg
960;51040641-56;56;BLUE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51040641_56.jpg
961;53030667-56;56;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53030667_56.jpg
962;53070671-TO;TO;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2019_53070671_TO.jpg
963;53000762-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53000762_OR.jpg
964;53053034-56;56;BLUE;P-PLANA;Tops;Shirt;datathon/images/2019_53053034_56.jpg
965;51040897-08;08;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_51040897_08.jpg
966;51070905-70;70;RED;P-PLANA;Bottoms;Skirts;datathon/images/2019_51070905_70.jpg
967;51090921-37;37;BROWN;P-PLANA;Tops;Shirt;datathon/images/2019_51090921_37.jpg
968;53033714-95;95;GREY;T-TRICOT;Bottoms;Skirts;datathon/images/2019_53033714_95.jpg
969;53043049-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53043049_02.jpg
970;53043764-37;37;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53043764_37.jpg
971;53033769-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53033769_02.jpg
972;53063770-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53063770_02.jpg
973;53087018-37;37;BROWN;P-PLANA;Outerwear;Puffer coats;datathon/images/2019_53087018_37.jpg
974;53005769-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_53005769_99.jpg
975;53045774-56;56;BLUE;P-PLANA;Tops;Shirt;datathon/images/2019_53045774_56.jpg
976;57077881-70;70;RED;P-PLANA;Outerwear;Blazers;datathon/images/2019_57077881_70.jpg
977;57007884-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_57007884_99.jpg
978;57032510-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57032510_01.jpg
979;57040252-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57040252_99.jpg
980;57050179-99;99;GREY;J-JEANS;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050179_99.jpg
981;57010282-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57010282_01.jpg
982;57012885-01;01;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2023_57012885_01.jpg
983;57030384-20;20;ORANGE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57030384_20.jpg
984;57004410-05;05;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57004410_05.jpg
985;57083810-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57083810_99.jpg
986;57024777-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57024777_80.jpg
987;57095794-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57095794_99.jpg
988;57087737-91;91;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57087737_91.jpg
989;57037903-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57037903_99.jpg
990;57077762-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57077762_99.jpg
991;57037763-79;79;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57037763_79.jpg
992;53060591-79;79;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_53060591_79.jpg
993;41075826-37;37;BROWN;P-PLANA;Bottoms;Trousers;datathon/images/2019_41075826_37.jpg
994;53095642-69;69;BLUE;P-PLANA;Outerwear;Coats;datathon/images/2019_53095642_69.jpg
995;51000636-85;85;PINK;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51000636_85.jpg
996;51000640-12;12;YELLOW;K-CIRCULAR;Tops;Tops;datathon/images/2019_51000640_12.jpg
997;53000658-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53000658_99.jpg
998;51093029-08;08;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2019_51093029_08.jpg
999;53013718-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53013718_99.jpg
1000;51015719-09;09;WHITE;P-PLANA;Outerwear;Coats;datathon/images/2019_51015719_09.jpg
1001;51085014-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_51085014_99.jpg
